Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,489.252289,494.149750,487.026154,493.160370,491.429077,944551
2015-01-02,491.973083,511.909271,491.973083,506.368683,504.591034,4193093
2015-01-05,504.686737,520.417969,501.322815,518.241333,516.421997,6758676
2015-01-06,508.891632,508.891632,493.951874,496.079071,494.337524,7979598
2015-01-07,489.746979,495.089661,484.008514,488.609192,486.893890,9232656
2015-01-08,498.651459,509.336853,495.683289,506.566559,504.788208,5535587
2015-01-09,515.718384,519.379150,510.029419,516.757263,514.943115,4053562
2015-01-12,512.997559,519.131775,505.824524,516.757263,514.943115,2560568
2015-01-13,514.827942,520.121155,509.782074,513.937500,512.133240,4328812
2015-01-14,515.965759,521.061096,508.495880,514.827942,513.020569,6070608
2015-01-15,522.693604,530.311890,518.191895,527.294250,525.443176,6902556
2015-01-16,525.463867,530.114014,516.856201,520.170654,518.344543,4250137
2015-01-19,520.912720,533.873657,517.598267,532.785339,530.914917,4617341
2015-01-20,533.032715,555.046570,529.075134,553.265686,551.323364,6140342
2015-01-21,550.940613,552.523621,540.205750,545.647400,543.731873,6521363
2015-01-22,544.806396,562.664856,542.728699,560.488220,558.520569,6010572
2015-01-23,568.898010,584.876587,567.908630,582.205261,580.161377,7764736
2015-01-27,589.724609,601.250977,589.724609,598.134399,596.034607,7213518
2015-01-28,592.643311,592.841187,580.770630,582.947327,580.900818,8297785
2015-01-29,579.781250,594.325256,574.438599,592.247559,590.168457,5874507
2015-01-30,595.017822,598.282837,574.933289,578.940308,576.907898,4180985
2015-02-02,581.562134,589.576233,574.685913,586.212280,584.154358,4363228
2015-02-03,591.307617,605.901123,589.873047,596.897705,594.802246,6100343
2015-02-04,600.212097,600.212097,581.957947,585.123962,583.069824,3398715
2015-02-05,584.728210,596.501892,575.823730,582.947327,580.900818,6847443
2015-02-06,561.032349,565.929810,546.339966,553.661438,551.717773,12221202
2015-02-09,544.163330,548.566101,535.555603,536.891296,535.006470,4628548
2015-02-10,538.226990,561.972290,537.583862,558.113647,556.154358,5617236
2015-02-11,560.982910,565.336182,547.477783,552.968872,551.027588,4637550
2015-02-12,556.233826,559.993530,546.636780,555.838074,553.886719,5488927
2015-02-13,556.728516,561.180786,549.110229,559.548279,557.583984,3506531
2015-02-16,562.961670,574.290161,559.498840,568.057007,566.062805,5793607
2015-02-18,566.622437,580.770630,554.700256,578.099304,576.069885,5846505
2015-02-19,579.781250,586.261780,566.028748,570.431580,568.429016,4316943
2015-02-20,573.350220,578.791870,566.177185,573.745972,571.731750,3907248
2015-02-23,575.823730,578.247742,565.979309,568.106506,566.112122,3040407
2015-02-24,570.876770,571.866150,554.007690,558.410461,556.450073,4350356
2015-02-25,560.686096,569.887390,558.014709,562.170166,560.196594,3082740
2015-02-26,564.049988,565.979309,551.435303,554.700256,552.752930,3570924
2015-02-27,561.032349,574.834351,557.520020,569.046387,567.048706,4357037
2015-02-28,null,null,null,null,null,null
2015-03-02,591.060303,594.622070,567.018188,578.791870,576.759949,4951897
2015-03-03,576.318420,576.318420,565.929810,568.007568,566.013550,3593208
2015-03-04,575.329041,585.816528,564.049988,568.007568,566.013550,6242783
2015-03-05,569.887390,571.668274,561.675476,564.643616,562.661377,3354510
2015-03-09,564.940430,567.512878,556.035950,559.103088,557.140320,3566055
2015-03-10,561.873352,566.622437,552.770996,554.255066,552.309326,3917160
2015-03-11,555.046570,559.202026,542.382385,545.053772,543.140320,3184841
2015-03-12,549.011292,560.933411,548.417664,557.915771,555.957153,3430749
2015-03-13,559.647217,559.696716,549.209167,552.424683,550.485352,5382475
2015-03-16,553.117249,559.696716,548.368225,550.990051,549.055725,2786971
2015-03-17,558.014709,572.855530,556.431702,565.484619,563.499451,5395883
2015-03-18,564.297363,564.940430,550.594299,554.255066,552.309326,4569613
2015-03-19,559.004150,562.912231,545.400024,547.922974,545.999451,3295114
2015-03-20,543.124451,544.806396,535.258789,541.788757,539.886719,5119749
2015-03-23,542.234009,551.880554,542.234009,545.597900,543.682495,3153860
2015-03-24,545.944214,546.636780,522.792542,526.601685,524.752991,4519046
2015-03-25,529.817200,539.809998,527.838379,536.099792,534.217773,8625253
2015-03-26,525.265991,533.280029,515.273193,518.686584,516.865723,6544581
2015-03-27,520.071716,531.103394,512.651306,529.668762,527.809326,4721243
2015-03-30,531.152832,535.308289,525.711243,534.269409,532.393799,4012522
2015-03-31,534.417847,553.859314,531.894897,544.361206,542.450134,5409542
2015-04-01,543.272827,560.389282,542.184509,558.905212,556.943115,4222512
2015-04-06,563.900024,573.500000,555.349976,568.150024,566.155518,5728358
2015-04-07,569.049988,570.700012,554.049988,560.349976,558.382813,3201751
2015-04-08,565.000000,569.599976,559.200012,561.500000,559.528809,3774897
2015-04-09,562.799988,564.849976,552.250000,559.900024,557.934448,3043135
2015-04-10,558.799988,569.400024,555.549988,562.650024,560.674805,2808049
2015-04-13,563.000000,563.900024,552.450012,556.250000,554.297180,2889208
2015-04-15,551.250000,551.250000,538.250000,540.450012,538.552673,4118983
2015-04-16,543.750000,551.250000,534.200012,541.250000,539.349915,4027716
2015-04-17,541.500000,544.799988,534.150024,535.349976,533.470581,2728290
2015-04-20,543.150024,543.150024,521.049988,533.200012,531.328125,5011252
2015-04-21,531.450012,538.000000,523.500000,527.400024,525.548523,3243871
2015-04-22,529.000000,529.700012,510.649994,523.500000,521.662231,4311384
2015-04-23,527.799988,527.799988,508.450012,512.000000,510.202576,4961920
2015-04-24,515.250000,520.000000,508.600006,516.200012,514.387817,4302328
2015-04-27,521.000000,523.000000,513.049988,516.849976,515.035522,3082875
2015-04-28,520.500000,533.799988,518.349976,529.849976,527.989929,6417077
2015-04-29,526.750000,528.000000,516.799988,520.900024,519.071350,3685760
2015-04-30,518.200012,520.799988,506.750000,508.250000,506.465759,10009172
2015-05-04,511.750000,516.000000,497.500000,506.450012,504.672089,5849866
2015-05-05,509.500000,515.700012,506.049988,510.450012,508.658051,3398712
2015-05-06,508.500000,508.500000,495.799988,497.850006,496.102264,5925410
2015-05-07,493.500000,503.000000,482.600006,488.100006,486.386475,5504557
2015-05-08,498.750000,515.900024,497.350006,513.700012,511.896637,6229295
2015-05-11,522.250000,530.950012,517.000000,529.700012,527.840454,5520513
2015-05-12,525.700012,525.700012,511.149994,513.549988,511.747131,4569616
2015-05-13,517.000000,525.549988,506.549988,520.450012,518.622925,4442178
2015-05-14,519.000000,519.000000,510.100006,516.599976,514.786377,3587736
2015-05-15,519.000000,524.500000,517.049988,519.900024,518.074890,4038816
2015-05-18,517.250000,524.400024,510.299988,520.700012,518.872009,4363711
2015-05-19,516.900024,518.750000,508.700012,509.799988,508.010284,5500642
2015-05-20,511.000000,513.849976,503.549988,505.250000,503.476288,6385674
2015-05-21,506.500000,512.500000,505.000000,511.200012,509.405426,4708702
2015-05-22,511.750000,516.950012,510.200012,514.650024,512.843262,4744826
2015-05-25,513.000000,514.000000,503.000000,505.299988,503.526093,3080546
2015-05-26,505.000000,506.000000,493.549988,497.600006,495.853149,7389680
2015-05-27,473.600006,474.950012,463.549988,471.750000,470.093872,15936377
2015-05-28,473.850006,487.450012,472.250000,484.350006,482.649658,11792862
2015-05-29,485.200012,490.250000,479.399994,481.649994,479.959137,7892019
2015-06-01,482.899994,482.899994,471.000000,472.049988,470.392822,4610219
2015-06-02,473.100006,478.399994,465.000000,466.950012,465.310760,6237231
2015-06-03,467.000000,468.750000,434.700012,456.850006,455.246216,9702740
2015-06-04,456.850006,458.450012,445.450012,451.200012,449.616058,8001049
2015-06-05,445.649994,449.549988,439.500000,442.100006,440.547974,11195670
2015-06-08,435.299988,438.000000,429.049988,435.600006,434.070770,7072020
2015-06-09,431.299988,443.799988,431.299988,440.049988,438.505127,7741629
2015-06-10,439.899994,449.399994,436.000000,446.600006,445.032196,9716102
2015-06-11,446.500000,446.799988,428.100006,430.200012,428.689758,9668308
2015-06-12,426.549988,429.500000,417.250000,421.799988,420.319244,10871836
2015-06-15,426.000000,427.950012,418.100006,426.350006,424.853271,7287773
2015-06-16,427.049988,435.799988,421.250000,432.799988,431.280609,6192559
2015-06-17,436.000000,437.399994,426.500000,433.700012,432.177490,7034146
2015-06-18,434.899994,447.500000,431.399994,445.450012,443.886230,8198142
2015-06-19,444.799988,444.799988,431.600006,433.049988,431.529724,6891821
2015-06-22,435.000000,444.000000,435.000000,440.500000,438.953583,5281379
2015-06-23,441.000000,447.399994,435.000000,436.000000,434.469391,5762483
2015-06-24,438.700012,438.700012,428.100006,430.600006,429.088348,7081258
2015-06-25,433.000000,436.100006,429.500000,432.399994,430.882019,7745469
2015-06-26,435.000000,438.799988,431.200012,437.600006,436.063782,5009173
2015-06-29,428.799988,432.500000,418.149994,428.250000,426.746582,7143044
2015-06-30,428.000000,436.250000,422.700012,434.149994,432.625885,6387312
2015-07-01,436.750000,447.399994,431.399994,444.500000,442.939545,6054910
2015-07-02,445.000000,445.000000,435.000000,436.399994,434.867981,4641851
2015-07-03,436.000000,436.000000,430.450012,433.149994,431.629395,3709457
2015-07-06,428.000000,433.500000,420.700012,431.100006,429.586578,4600687
2015-07-07,434.350006,435.700012,428.000000,431.549988,430.034973,5667938
2015-07-08,424.000000,424.000000,400.000000,404.950012,403.528412,15521757
2015-07-09,400.149994,403.350006,394.250000,397.799988,396.403473,9351601
2015-07-10,400.250000,405.799988,398.049988,401.899994,400.489105,13661389
2015-07-13,406.700012,406.700012,397.049988,402.100006,400.688416,8047912
2015-07-14,403.500000,403.500000,380.950012,385.950012,384.595093,11333562
2015-07-15,387.000000,395.000000,382.600006,394.299988,392.915741,15561638
2015-07-16,394.899994,398.649994,392.450012,395.250000,393.862457,5199913
2015-07-17,395.950012,403.250000,390.399994,398.049988,396.652618,6590110
2015-07-20,399.000000,401.899994,389.299988,390.750000,389.378235,5777196
2015-07-21,391.799988,393.299988,386.100006,389.100006,387.734039,6461958
2015-07-22,388.000000,392.799988,385.950012,389.549988,388.182434,5955109
2015-07-23,388.750000,403.399994,385.000000,401.350006,399.941040,9510349
2015-07-24,397.549988,399.350006,389.000000,390.250000,388.880005,7059848
2015-07-27,384.250000,385.250000,373.000000,377.450012,376.124939,8450904
2015-07-28,373.000000,374.899994,366.100006,370.100006,368.800720,10975840
2015-07-29,373.899994,379.950012,372.700012,376.450012,375.128448,9532212
2015-07-30,381.649994,382.500000,376.000000,377.450012,376.124939,6562559
2015-07-31,380.799988,390.500000,380.049988,383.850006,382.502472,6947628
2015-08-03,386.350006,394.399994,382.000000,388.200012,386.837189,6647982
2015-08-04,385.899994,387.000000,378.000000,380.750000,379.413330,5621275
2015-08-05,378.750000,388.500000,375.100006,376.399994,375.078613,8298929
2015-08-06,376.500000,384.700012,373.200012,383.100006,381.755096,7976356
2015-08-07,382.399994,396.000000,382.399994,393.399994,392.018921,10706804
2015-08-10,384.000000,395.299988,382.100006,385.700012,384.345978,14494111
2015-08-11,387.100006,388.000000,367.549988,369.149994,367.854065,9984809
2015-08-12,365.000000,365.850006,353.549988,355.200012,353.953064,11107801
2015-08-13,356.899994,360.950012,348.000000,349.399994,348.173401,11147702
2015-08-14,351.450012,359.750000,345.100006,355.250000,354.002838,6400810
2015-08-17,354.399994,362.299988,345.250000,356.100006,354.849884,5812093
2015-08-18,355.850006,358.350006,347.700012,348.600006,347.376221,5623977
2015-08-19,348.700012,354.899994,344.000000,351.250000,350.016907,6435894
2015-08-20,348.000000,349.700012,341.000000,342.200012,340.998718,7789676
2015-08-21,339.399994,339.399994,327.750000,332.399994,331.233093,8793065
2015-08-24,317.000000,317.000000,301.600006,308.250000,307.167877,14753473
2015-08-25,308.000000,331.350006,305.799988,328.850006,327.695557,13398318
2015-08-26,322.000000,341.399994,318.250000,335.100006,333.923615,13781660
2015-08-27,338.399994,342.549988,327.250000,334.049988,332.877289,17224851
2015-08-28,342.000000,342.000000,335.250000,340.049988,338.856201,7123909
2015-08-31,340.000000,348.750000,332.450012,340.149994,338.955872,7244287
2015-09-01,334.950012,339.350006,325.100006,329.899994,328.741852,8606005
2015-09-02,328.850006,332.500000,321.450012,324.450012,323.311005,8097313
2015-09-03,326.200012,339.799988,326.200012,333.549988,332.379028,8138855
2015-09-04,330.000000,330.799988,316.000000,322.899994,321.766449,6592654
2015-09-07,327.799988,333.000000,320.000000,322.850006,321.716614,5357928
2015-09-08,326.000000,333.250000,316.299988,330.899994,329.738342,6729868
2015-09-09,335.350006,350.700012,333.600006,344.899994,343.689209,8833492
2015-09-10,340.049988,356.450012,331.000000,354.100006,352.856903,9872906
2015-09-11,354.899994,358.899994,342.250000,344.600006,343.390259,8569963
2015-09-14,348.899994,350.899994,342.250000,346.799988,345.582489,5480940
2015-09-15,345.950012,345.950012,333.049988,334.350006,333.176239,5802405
2015-09-16,337.700012,340.399994,332.500000,338.049988,336.863251,5708786
2015-09-18,329.200012,333.799988,326.850006,330.250000,329.090637,14893326
2015-09-21,326.850006,334.899994,325.649994,331.700012,330.535553,5172386
2015-09-22,332.000000,333.600006,314.000000,315.799988,314.691345,7122834
2015-09-23,311.000000,312.549988,306.250000,310.299988,309.210663,8954516
2015-09-24,309.700012,312.000000,301.600006,303.399994,302.334869,13799813
2015-09-28,304.399994,304.399994,283.500000,285.000000,283.999481,13577316
2015-09-29,281.200012,294.799988,279.100006,288.750000,287.736328,12304403
2015-09-30,289.250000,299.750000,288.100006,298.600006,297.551758,12926187
2015-10-01,301.450012,301.500000,291.500000,297.750000,296.704712,7501080
2015-10-05,302.500000,322.100006,302.500000,315.149994,314.043610,14527820
2015-10-06,320.549988,334.700012,319.549988,333.700012,332.528534,18806867
2015-10-07,333.899994,345.000000,329.000000,341.350006,340.151672,17802539
2015-10-08,343.799988,347.299988,341.549988,343.250000,342.045013,12085332
2015-10-09,346.200012,359.200012,341.100006,356.450012,355.198639,11635790
2015-10-12,356.500000,367.000000,356.399994,362.350006,361.077942,10509775
2015-10-13,360.000000,365.250000,355.049988,361.100006,359.832336,9969583
2015-10-14,358.750000,360.250000,351.100006,352.299988,351.063232,7009418
2015-10-15,355.299988,383.750000,355.299988,381.299988,379.961395,19487376
2015-10-16,388.600006,390.950012,380.649994,386.750000,385.392303,16497652
2015-10-19,384.000000,384.000000,376.250000,378.700012,377.370544,7455714
2015-10-20,379.000000,395.750000,377.399994,383.149994,381.804901,15426131
2015-10-21,379.950012,386.399994,378.549988,381.450012,380.110901,8720671
2015-10-23,383.899994,388.799988,382.000000,383.000000,381.655426,6744440
2015-10-26,386.450012,389.899994,383.250000,384.600006,383.249847,5064657
2015-10-27,383.000000,386.950012,382.200012,383.350006,382.004242,4423221
2015-10-28,382.799988,390.750000,382.200012,386.299988,384.943848,8018683
2015-10-29,388.950012,396.799988,384.250000,391.200012,389.826660,15381516
2015-10-30,389.750000,390.799988,383.500000,384.950012,383.598602,6651831
2015-11-02,386.100006,392.049988,384.399994,387.950012,386.588104,7511675
2015-11-03,391.250000,391.250000,380.799988,382.049988,380.708771,5887746
2015-11-04,390.049988,407.250000,390.049988,404.850006,403.428741,13985828
2015-11-05,403.600006,412.799988,401.450012,404.000000,402.581726,12912937
2015-11-06,399.899994,404.399994,392.500000,396.149994,394.759277,11016134
2015-11-09,374.000000,413.500000,373.049988,411.750000,410.304504,22128119
2015-11-10,408.000000,417.399994,402.700012,407.450012,406.019623,12654616
2015-11-13,411.350006,417.500000,401.799988,403.950012,402.531891,11007237
2015-11-16,401.000000,404.850006,394.200012,400.250000,398.844879,7673487
2015-11-17,403.000000,410.700012,398.549988,407.500000,406.069427,6063987
2015-11-18,407.950012,413.500000,403.250000,406.250000,404.823822,6960097
2015-11-19,409.899994,409.899994,403.500000,406.950012,405.521393,5645524
